House_ID,Region,Region_Factor,Area,Frontage,Road_Width,dist-center,Floors,Bedrooms,Bathrooms,yr-built,Price
VN_0931,HCMC,8.5,57.5,4.9,5.4,10.3,2,1,1,2020,8.15
VN_0932,Small_Province,0.25,89.8,5.4,4.2,1.1,4,3,1,2015,4.91
VN_0933,Small_Province,0.25,30.1,6.0,3.2,25.5,1,1,1,1984,0.32
VN_0934,Big_Province,1.0,137.1,7.4,6.6,29.3,2,4,3,2018,2.48
VN_0935,HCMC,8.5,40.5,3.4,2.9,14.4,3,1,1,2005,2.82
VN_0936,Big_Province,1.0,187.5,5.1,2.0,20.2,3,6,5,2018,2.04
VN_0937,Hanoi,8.0,75.0,3.0,2.9,8.7,2,1,1,1990,6.37
VN_0938,Small_Province,0.25,79.6,6.2,5.2,22.2,3,1,1,2021,0.89
VN_0939,Hanoi,8.0,64.6,7.4,5.6,1.4,3,1,1,1990,24.17
VN_0940,Big_Province,1.0,76.6,4.3,4.6,17.6,3,2,2,1997,1.71
VN_0941,Big_Province,1.0,179.8,5.7,3.3,22.9,3,3,2,1991,2.69
VN_0942,Big_Province,1.0,25.5,6.9,5.7,32.2,2,2,1,1995,0.64
VN_0943,Big_Province,1.0,167.5,6.9,2.8,14.0,3,2,2,2006,3.27
VN_0944,Small_Province,0.25,104.7,6.0,5.1,27.0,2,4,3,2015,1.05
VN_0945,HCMC,8.5,48.4,3.0,5.2,21.3,3,1,1,1996,3.7
VN_0946,Hanoi,8.0,51.7,5.8,2.9,32.5,1,3,3,2000,2.35
VN_0947,HCMC,8.5,204.5,4.7,2.4,14.5,4,5,3,2016,9.11
VN_0948,Small_Province,0.25,55.1,3.0,2.0,11.8,2,1,1,2010,0.73
VN_0949,Small_Province,0.25,49.7,4.0,3.2,31.2,1,2,2,2024,0.44
VN_0950,Big_Province,1.0,156.2,4.8,2.0,2.7,4,5,5,2014,7.93
VN_0951,Big_Province,1.0,104.8,4.8,4.3,5.6,3,2,1,2006,6.0
VN_0952,Big_Province,1.0,55.3,3.0,3.5,3.8,1,1,1,2002,4.13
VN_0953,HCMC,8.5,98.6,6.9,6.0,29.7,3,4,3,2011,5.76
VN_0954,Small_Province,0.25,53.0,6.7,2.3,1.4,1,1,1,1996,2.39
VN_0955,Big_Province,1.0,153.4,3.0,3.7,30.3,4,7,4,1990,1.78
VN_0956,Big_Province,1.0,150.4,7.5,7.1,16.3,2,3,3,1980,3.54
VN_0957,Big_Province,1.0,115.4,3.9,4.2,1.1,2,2,2,2007,9.6
VN_0958,Hanoi,8.0,106.0,6.8,5.7,14.7,3,3,3,1997,11.33
VN_0959,HCMC,8.5,213.3,6.4,5.1,7.4,4,6,3,2020,22.56
VN_0960,Small_Province,0.25,88.4,5.1,5.4,22.2,3,3,2,1999,1.1
VN_0961,Hanoi,8.0,49.0,4.2,6.1,24.1,1,1,1,1986,3.57
VN_0962,Big_Province,1.0,110.7,7.5,4.2,17.6,4,1,1,2016,2.75
VN_0963,HCMC,8.5,251.0,4.7,5.2,2.4,5,5,4,1995,41.65
VN_0964,Big_Province,1.0,53.2,5.7,4.2,23.3,3,1,1,2018,1.23
VN_0965,Big_Province,1.0,73.8,6.9,4.9,29.6,3,4,3,2024,1.4
VN_0966,Big_Province,1.0,108.9,6.6,2.6,25.5,3,1,1,2024,1.78
VN_0967,Small_Province,0.25,86.1,9.2,6.5,29.2,1,2,1,2002,0.92
VN_0968,Big_Province,1.0,54.1,3.7,2.0,7.8,1,2,1,2011,1.9
VN_0969,Big_Province,1.0,155.0,7.5,5.0,31.2,4,3,2,1996,2.55
VN_0970,Big_Province,1.0,282.1,7.1,3.7,12.0,5,6,4,1998,6.12
VN_0971,Big_Province,1.0,97.6,7.4,4.9,1.5,2,2,2,2021,11.89
VN_0972,Small_Province,0.25,56.3,4.6,2.9,29.7,1,1,1,2013,0.42
VN_0973,Small_Province,0.25,40.8,3.8,3.0,33.0,1,1,1,1993,0.26
VN_0974,HCMC,8.5,100.6,7.5,3.2,23.3,2,3,2,1982,4.76
VN_0975,Hanoi,8.0,153.6,4.9,2.0,8.9,3,2,2,2018,12.23
VN_0976,HCMC,8.5,112.2,3.0,2.8,9.6,3,4,4,2004,10.59
VN_0977,Big_Province,1.0,88.3,4.1,2.0,16.9,3,2,1,1990,1.47
VN_0978,Hanoi,8.0,65.9,5.9,6.0,31.5,3,1,1,1994,4.5
VN_0979,Big_Province,1.0,51.2,7.1,5.7,6.1,2,1,1,1998,4.44
VN_0980,Big_Province,1.0,134.2,5.8,5.2,29.1,1,5,3,2022,2.0
VN_0981,Big_Province,1.0,139.7,8.0,8.1,10.9,3,4,2,1994,6.0
VN_0982,Small_Province,0.25,40.8,3.0,2.0,28.5,3,1,1,1994,0.21
VN_0983,Hanoi,8.0,195.8,5.5,3.3,32.3,4,4,2,2017,6.29
VN_0984,Hanoi,8.0,117.8,4.9,5.0,15.5,3,3,1,1994,8.91
VN_0985,Small_Province,0.25,178.1,5.9,5.2,13.4,4,4,3,1988,2.0
VN_0986,Big_Province,1.0,45.2,4.7,3.2,28.3,2,3,3,1984,0.86
VN_0987,Big_Province,1.0,44.7,5.8,6.4,19.0,1,1,1,1998,1.45
VN_0988,Big_Province,1.0,82.1,4.2,2.8,24.3,2,4,1,2003,1.07
VN_0989,HCMC,8.5,113.7,5.6,4.2,22.2,3,3,2,2008,5.12
VN_0990,Small_Province,0.25,217.1,6.5,4.9,6.2,5,3,3,1984,6.07
VN_0991,Small_Province,0.25,125.9,3.8,2.0,29.7,3,7,5,2001,0.66
VN_0992,Big_Province,1.0,78.3,4.7,3.7,7.7,1,1,1,1992,3.37
VN_0993,Big_Province,1.0,52.9,4.4,5.4,32.7,2,1,1,2025,1.24
VN_0994,Big_Province,1.0,163.6,5.6,4.9,9.5,3,1,1,2008,6.12
VN_0995,Big_Province,1.0,54.6,4.7,3.6,26.0,1,5,3,1995,0.88
VN_0996,Hanoi,8.0,199.6,6.5,4.6,10.7,3,7,4,2015,16.4
VN_0997,Small_Province,0.25,76.7,4.1,3.6,11.8,3,2,1,1996,1.17
VN_0998,HCMC,8.5,195.9,8.6,7.6,11.5,5,5,3,1999,22.19
VN_0999,Small_Province,0.25,124.2,3.4,3.4,26.4,3,3,2,1993,0.81
VN_1000,Big_Province,1.0,82.6,3.7,2.3,19.9,3,1,1,1985,1.4
VN_1001,HCMC,8.5,68.2,9.8,7.8,31.0,2,3,2,2001,6.63
VN_1002,Big_Province,1.0,74.6,3.0,3.0,11.5,2,3,1,2019,1.89
VN_1003,Small_Province,0.25,109.6,3.0,2.0,24.5,3,1,1,1988,0.61
VN_1004,Small_Province,0.25,91.9,6.4,5.1,26.6,1,2,2,2011,0.91
VN_1005,Small_Province,0.25,65.7,3.0,2.0,6.2,2,1,1,2003,1.38
VN_1006,Big_Province,1.0,81.4,4.5,4.1,14.6,1,2,1,2012,2.11
VN_1007,Big_Province,1.0,92.0,8.9,7.7,17.4,3,1,1,1992,3.4
VN_1008,Small_Province,0.25,30.5,3.0,3.4,13.1,1,1,1,2014,0.46
VN_1009,HCMC,8.5,111.2,3.0,2.0,12.0,3,2,2,1985,8.37
VN_1010,Big_Province,1.0,54.2,3.0,2.7,24.3,1,3,2,2019,0.87
VN_1011,HCMC,8.5,49.7,6.2,6.8,8.3,3,1,1,2009,11.39
VN_1012,Small_Province,0.25,38.0,6.5,7.0,25.1,2,1,1,2017,0.54
VN_1013,Small_Province,0.25,36.1,3.5,2.6,32.8,2,1,1,1995,0.26
VN_1014,Hanoi,8.0,44.9,5.8,4.5,20.2,1,1,1,1980,2.73
VN_1015,Small_Province,0.25,62.0,7.2,7.1,21.8,1,1,1,2021,1.1
VN_1016,Small_Province,0.25,234.9,10.0,5.2,3.3,5,6,4,1997,7.69
VN_1017,HCMC,8.5,68.0,4.4,2.8,30.4,1,1,1,2001,2.68
VN_1018,Big_Province,1.0,96.7,3.0,4.3,10.7,3,1,1,2005,3.25
VN_1019,Small_Province,0.25,108.0,3.8,4.3,21.9,1,1,1,1993,0.97
VN_1020,Hanoi,8.0,94.4,4.3,3.8,34.3,2,2,1,2016,3.4
VN_1021,Big_Province,1.0,85.1,4.5,2.0,21.2,4,4,4,1993,1.23
VN_1022,Big_Province,1.0,48.7,4.2,3.1,25.6,2,1,1,2005,0.97
VN_1023,Small_Province,0.25,182.7,8.2,5.2,16.1,4,3,1,2015,2.19
VN_1024,Small_Province,0.25,218.3,8.9,7.1,3.1,5,4,4,2002,9.86
VN_1025,Small_Province,0.25,38.1,4.1,2.0,28.1,1,1,1,1981,0.28
VN_1026,Big_Province,1.0,53.0,6.6,3.4,2.2,1,3,3,2018,5.28
VN_1027,Small_Province,0.25,76.9,5.5,2.0,24.8,2,2,1,1986,0.43
VN_1028,Small_Province,0.25,54.6,4.8,5.4,1.8,2,2,2,2018,3.58
VN_1029,Big_Province,1.0,113.9,7.0,4.6,30.3,3,3,2,2024,2.3
VN_1030,Small_Province,0.25,61.4,4.9,3.9,6.4,1,1,1,2001,2.05
VN_1031,Hanoi,8.0,261.1,10.8,8.1,18.5,5,5,4,2007,20.97
VN_1032,Big_Province,1.0,160.4,3.3,2.0,21.3,3,3,3,2017,1.9
VN_1033,HCMC,8.5,98.4,4.2,2.0,16.6,3,2,1,1999,4.36
VN_1034,HCMC,8.5,147.8,5.5,2.6,12.6,2,3,1,1997,8.25
VN_1035,Hanoi,8.0,153.7,6.6,3.9,16.9,3,5,5,2003,8.64
VN_1036,Big_Province,1.0,66.7,7.1,5.9,11.6,2,4,3,2012,3.79
VN_1037,Big_Province,1.0,58.8,4.6,2.3,15.9,3,1,1,2024,1.23
VN_1038,Small_Province,0.25,92.0,3.0,4.9,13.2,2,2,2,2005,1.43
VN_1039,Hanoi,8.0,136.1,7.1,6.9,20.3,3,3,3,1998,9.74
VN_1040,Big_Province,1.0,94.8,6.5,6.1,9.1,3,1,1,2021,5.02
VN_1041,Big_Province,1.0,40.2,3.0,2.1,34.6,2,1,1,1992,0.59
VN_1042,Small_Province,0.25,59.2,4.7,5.8,18.0,3,2,1,1989,0.99
VN_1043,Big_Province,1.0,85.2,3.0,2.0,7.6,2,2,1,1993,3.32
VN_1044,Big_Province,1.0,85.2,3.8,2.8,17.2,2,3,3,1988,1.39
VN_1045,Small_Province,0.25,237.1,5.2,4.1,30.5,4,5,3,1990,1.44
VN_1046,Big_Province,1.0,44.2,6.0,5.5,1.7,2,1,1,1982,5.8
VN_1047,HCMC,8.5,113.9,5.6,5.1,24.1,3,1,1,2019,6.14
VN_1048,Hanoi,8.0,186.2,3.9,2.2,19.6,4,6,3,1991,5.51
VN_1049,Small_Province,0.25,275.4,8.8,5.8,6.8,5,7,5,2014,7.07
VN_1050,Hanoi,8.0,72.2,3.0,3.2,28.8,1,1,1,2018,2.85
VN_1051,Small_Province,0.25,113.1,5.9,5.5,13.5,3,1,1,2025,1.75
VN_1052,Big_Province,1.0,117.6,3.9,2.3,11.0,3,4,2,2018,2.86
VN_1053,Small_Province,0.25,97.5,4.5,2.0,29.2,3,1,1,2011,0.49
VN_1054,Small_Province,0.25,84.2,5.9,4.1,22.7,2,1,1,2018,0.81
VN_1055,Small_Province,0.25,110.0,6.2,5.6,31.5,1,4,2,1993,0.97
VN_1056,Big_Province,1.0,24.9,6.7,7.7,22.4,1,1,1,2023,1.01
VN_1057,Small_Province,0.25,124.4,5.3,2.2,26.2,3,2,1,1980,0.66
VN_1058,Big_Province,1.0,94.2,5.7,3.6,29.4,3,4,2,2006,1.69
VN_1059,Big_Province,1.0,79.1,4.1,2.5,2.9,1,1,1,2016,5.78
VN_1060,Big_Province,1.0,246.1,7.2,7.5,27.4,5,5,3,2022,4.63
VN_1061,Small_Province,0.25,63.1,5.5,4.1,21.9,2,1,1,1980,0.58
VN_1062,Small_Province,0.25,72.3,4.7,2.1,3.4,2,1,1,2024,2.35
VN_1063,Small_Province,0.25,239.4,3.6,3.5,18.3,4,6,4,2008,2.14
VN_1064,Big_Province,1.0,58.3,5.3,3.4,3.8,1,2,2,2003,4.83
VN_1065,Big_Province,1.0,67.2,5.4,2.2,26.0,1,1,1,1996,0.8
VN_1066,Small_Province,0.25,82.2,3.7,2.0,19.6,2,3,1,2014,0.57
VN_1067,HCMC,8.5,134.7,3.3,5.1,33.4,2,1,1,2010,5.32
VN_1068,Hanoi,8.0,98.1,7.8,6.4,7.2,3,3,3,2021,17.26
VN_1069,Big_Province,1.0,46.3,5.4,4.2,21.6,1,1,1,2011,1.25
VN_1070,Big_Province,1.0,67.8,4.4,2.9,8.2,1,1,1,1998,2.99
VN_1071,Big_Province,1.0,65.3,3.0,2.7,21.9,3,2,1,2010,1.24
VN_1072,HCMC,8.5,85.1,3.5,3.1,25.6,3,1,1,2018,4.0
VN_1073,Hanoi,8.0,109.4,7.6,6.2,25.6,1,4,4,1999,6.36
VN_1074,Hanoi,8.0,109.0,5.5,4.3,28.7,2,3,1,2007,5.01
VN_1075,Small_Province,0.25,36.4,3.4,3.9,30.0,2,1,1,1982,0.31
VN_1076,Big_Province,1.0,150.5,6.7,5.1,3.6,3,3,2,2011,12.75
VN_1077,Big_Province,1.0,100.3,3.7,2.0,12.7,1,3,3,2001,1.78
VN_1078,Big_Province,1.0,176.7,8.8,5.7,24.4,4,5,2,2023,3.36
VN_1079,HCMC,8.5,110.4,7.7,2.8,18.0,3,5,3,2021,6.01
VN_1080,Small_Province,0.25,153.4,5.0,6.8,7.5,4,3,1,2023,2.96
VN_1081,Small_Province,0.25,111.7,4.2,4.4,19.8,4,4,2,1994,1.16
VN_1082,Hanoi,8.0,173.4,3.0,2.0,14.9,4,6,5,2017,6.35
VN_1083,Big_Province,1.0,114.8,3.0,2.0,14.3,3,2,1,1998,2.04
VN_1084,Small_Province,0.25,84.2,3.0,2.0,28.5,3,4,3,2010,0.44
VN_1085,Small_Province,0.25,275.5,7.5,7.9,14.9,5,6,4,2005,3.75
VN_1086,Big_Province,1.0,137.9,5.0,2.0,1.9,2,2,1,1984,6.44
VN_1087,Big_Province,1.0,117.8,3.0,2.4,3.0,3,2,1,1999,6.99
VN_1088,HCMC,8.5,46.7,4.0,2.9,30.1,1,1,1,1981,2.36
VN_1089,Small_Province,0.25,46.4,5.5,5.3,33.7,2,1,1,2000,0.56
VN_1090,HCMC,8.5,102.4,6.2,4.5,24.4,3,2,1,2015,5.83
VN_1091,Small_Province,0.25,95.1,3.0,2.0,13.4,1,2,1,2007,0.89
VN_1092,Big_Province,1.0,65.1,4.5,3.0,32.9,2,3,2,1999,1.02
VN_1093,Big_Province,1.0,94.9,3.0,2.0,23.5,3,2,1,2016,1.12
VN_1094,Big_Province,1.0,195.7,7.9,6.1,29.7,3,4,4,2018,3.84
VN_1095,HCMC,8.5,125.2,6.9,7.3,27.0,3,3,3,2015,7.27
VN_1096,HCMC,8.5,50.0,3.0,2.0,13.9,2,1,1,1990,3.42
VN_1097,HCMC,8.5,83.6,3.6,2.0,17.3,2,3,1,1982,4.06
VN_1098,HCMC,8.5,59.1,3.9,2.1,7.3,2,1,1,2016,6.01
VN_1099,Small_Province,0.25,72.9,3.0,2.0,10.9,3,2,1,1999,0.82
VN_1100,Big_Province,1.0,71.9,5.5,5.2,27.5,2,1,1,2011,1.48
VN_1101,Hanoi,8.0,69.7,4.3,3.0,31.4,2,2,1,2004,2.91
VN_1102,Small_Province,0.25,47.2,6.3,5.4,25.6,1,1,1,2000,0.54
VN_1103,Small_Province,0.25,83.0,3.0,2.0,16.8,3,2,2,1995,0.65
VN_1104,Small_Province,0.25,66.8,3.7,3.1,3.9,2,1,1,2021,1.76
VN_1105,Small_Province,0.25,20.4,3.0,3.4,2.9,2,1,1,1980,1.11
VN_1106,HCMC,8.5,246.9,5.1,2.7,13.7,5,4,4,2002,13.6
VN_1107,Big_Province,1.0,152.4,3.7,3.9,16.8,2,4,3,2022,3.34
VN_1108,Small_Province,0.25,73.3,6.7,5.1,21.7,1,2,1,2003,0.9
VN_1109,Big_Province,1.0,89.3,3.8,4.4,1.2,3,1,1,2004,8.49
VN_1110,HCMC,8.5,49.2,4.8,3.3,34.7,1,2,2,1986,2.0
VN_1111,Small_Province,0.25,206.5,5.7,4.9,13.4,4,4,3,2017,2.49
VN_1112,HCMC,8.5,228.4,4.4,3.2,29.8,4,5,3,2018,7.15
VN_1113,HCMC,8.5,95.6,4.8,3.5,19.2,2,3,3,2014,4.84
VN_1114,Big_Province,1.0,147.5,6.8,5.5,5.4,3,5,3,1993,8.28
VN_1115,Big_Province,1.0,96.5,3.0,3.1,28.1,2,2,2,1988,1.2
VN_1116,Big_Province,1.0,45.3,6.0,2.6,25.1,2,1,1,1982,0.65
VN_1117,Hanoi,8.0,72.0,3.3,4.6,18.9,2,2,1,2017,4.27
VN_1118,Small_Province,0.25,94.5,4.2,2.0,18.5,2,4,4,1999,0.68
VN_1119,HCMC,8.5,70.5,5.8,3.3,4.0,2,2,1,2020,15.1
VN_1120,HCMC,8.5,79.3,3.7,2.7,23.3,2,2,1,2012,3.7
VN_1121,Small_Province,0.25,84.5,5.1,4.4,32.0,3,1,1,2020,0.75
VN_1122,Small_Province,0.25,84.9,4.4,5.7,4.2,2,1,1,2023,3.59
VN_1123,Small_Province,0.25,90.8,5.3,2.0,10.0,3,3,2,2011,1.32
VN_1124,Small_Province,0.25,52.0,3.0,2.0,31.7,3,1,1,2015,0.33
VN_1125,Big_Province,1.0,61.8,3.0,2.0,10.7,3,1,1,2005,1.5
VN_1126,Big_Province,1.0,46.5,5.7,4.3,23.2,2,2,2,1984,0.95
VN_1127,Hanoi,8.0,144.2,7.6,6.1,19.2,3,3,3,2009,11.62
VN_1128,Big_Province,1.0,30.9,3.0,4.6,21.3,2,1,1,1996,1.07
VN_1129,Big_Province,1.0,157.5,5.4,4.2,15.1,3,2,1,1985,3.72
VN_1130,HCMC,8.5,176.9,6.6,6.5,11.2,4,3,2,1994,17.27
VN_1131,Small_Province,0.25,76.0,6.1,5.5,2.7,3,4,3,1980,4.41
VN_1132,Big_Province,1.0,24.1,3.0,2.0,26.3,1,1,1,1992,0.37
VN_1133,Hanoi,8.0,73.8,3.3,2.0,26.4,3,1,1,2013,2.68
VN_1134,HCMC,8.5,85.6,4.4,3.7,23.8,2,2,1,2009,4.26
VN_1135,Big_Province,1.0,53.4,5.9,2.2,22.9,2,1,1,1998,0.87
VN_1136,Hanoi,8.0,68.4,9.3,8.9,9.3,2,3,2,1981,12.98
VN_1137,Small_Province,0.25,190.1,5.8,4.1,1.8,4,4,2,2023,8.39
VN_1138,Big_Province,1.0,123.3,3.0,4.0,28.5,4,2,2,1991,1.67
VN_1139,Big_Province,1.0,55.7,5.4,3.3,17.7,3,3,3,2019,1.44
VN_1140,Big_Province,1.0,39.8,6.8,5.5,11.4,2,2,2,2023,2.32
VN_1141,Small_Province,0.25,75.1,5.1,4.1,4.5,3,4,4,2003,2.59
VN_1142,Big_Province,1.0,79.5,3.3,2.4,3.1,3,1,1,1990,3.89
VN_1143,Big_Province,1.0,113.3,7.1,4.6,12.9,2,5,3,1981,3.09
VN_1144,Big_Province,1.0,67.7,6.0,5.1,28.4,1,2,1,1980,1.39
VN_1145,HCMC,8.5,114.2,3.5,2.0,32.2,4,5,4,2007,3.32
VN_1146,Small_Province,0.25,232.7,7.4,3.8,31.5,4,6,5,1983,1.24
VN_1147,Small_Province,0.25,133.0,7.4,7.4,32.3,2,2,1,2020,1.38
VN_1148,Big_Province,1.0,86.3,7.1,6.4,31.9,1,1,1,2009,1.89
VN_1149,Small_Province,0.25,80.7,4.8,3.7,18.9,3,1,1,1986,0.87
VN_1150,Small_Province,0.25,74.0,4.2,5.7,8.5,1,1,1,2001,2.3
VN_1151,Small_Province,0.25,159.6,8.1,5.7,28.1,3,3,2,2005,1.11
VN_1152,Small_Province,0.25,64.6,3.0,4.2,8.3,2,3,3,2008,1.69
VN_1153,Big_Province,1.0,90.5,5.9,4.7,10.1,3,1,1,2004,3.91
VN_1154,Big_Province,1.0,90.7,3.0,2.0,8.9,2,1,1,1989,2.17
VN_1155,Big_Province,1.0,68.8,6.7,7.8,18.5,2,2,2,1999,2.36
VN_1156,Small_Province,0.25,44.5,4.1,4.5,11.9,1,1,1,1993,1.01
VN_1157,HCMC,8.5,103.9,7.5,5.4,6.2,2,5,4,2012,22.96
VN_1158,Small_Province,0.25,85.8,5.9,5.5,16.4,2,2,2,1984,1.07
VN_1159,Small_Province,0.25,113.6,3.1,2.0,30.7,2,4,4,2024,0.51
VN_1160,Hanoi,8.0,67.7,7.4,6.8,20.4,2,1,1,1985,4.88
VN_1161,Small_Province,0.25,162.8,8.7,2.9,30.9,2,4,4,2001,1.02
VN_1162,HCMC,8.5,57.1,6.3,3.2,7.7,3,3,2,1996,8.4
VN_1163,Big_Province,1.0,208.2,5.1,5.3,6.7,4,5,4,1994,10.35
VN_1164,Small_Province,0.25,36.9,3.9,2.5,20.6,2,3,2,2018,0.38
VN_1165,HCMC,8.5,109.9,5.6,4.5,16.8,4,1,1,2019,8.82
VN_1166,Small_Province,0.25,112.2,4.1,2.0,23.4,2,1,1,2007,0.56
VN_1167,Small_Province,0.25,59.4,7.7,8.6,28.0,2,1,1,1981,0.99
VN_1168,Big_Province,1.0,109.3,5.5,5.9,26.5,1,4,4,1997,2.29
VN_1169,Hanoi,8.0,167.7,3.0,2.0,33.0,5,5,4,2006,3.83
VN_1170,Big_Province,1.0,29.2,5.0,3.1,14.5,1,1,1,2000,0.87
VN_1171,Big_Province,1.0,113.7,4.7,5.1,8.0,3,3,3,2002,5.74
VN_1172,Small_Province,0.25,25.4,4.2,6.1,19.7,1,2,2,1986,0.36
VN_1173,Big_Province,1.0,54.6,4.0,4.4,4.8,3,1,1,1998,3.81
VN_1174,HCMC,8.5,199.7,7.8,9.1,10.8,5,2,1,1988,24.05
VN_1175,Big_Province,1.0,66.1,6.8,3.7,8.1,2,1,1,1991,3.24
VN_1176,Big_Province,1.0,49.2,5.1,2.6,14.5,1,1,1,2025,1.25
VN_1177,Small_Province,0.25,80.1,4.3,2.0,4.8,2,2,1,2009,1.68
VN_1178,Hanoi,8.0,248.7,6.9,5.8,2.1,3,4,2,1986,49.91
VN_1179,Small_Province,0.25,35.4,4.5,3.6,23.3,1,2,1,1981,0.34
VN_1180,Big_Province,1.0,52.3,3.2,2.2,21.7,2,1,1,1996,0.7
VN_1181,Small_Province,0.25,187.0,7.2,6.6,25.1,4,3,2,1990,1.86
VN_1182,Big_Province,1.0,223.9,7.5,7.4,23.5,4,3,2,1991,4.96
VN_1183,Big_Province,1.0,84.0,7.8,3.5,4.9,3,1,1,1982,5.6
VN_1184,Small_Province,0.25,47.6,6.8,4.2,10.9,2,1,1,2000,1.25
VN_1185,Hanoi,8.0,252.2,5.7,5.5,5.4,3,7,5,1993,32.22
VN_1186,Small_Province,0.25,196.3,7.8,5.1,29.7,4,5,5,1994,1.38
VN_1187,Big_Province,1.0,124.2,3.7,2.0,26.4,5,4,4,2021,1.41
VN_1188,Hanoi,8.0,58.9,5.9,6.0,7.9,1,3,2,2020,11.64
VN_1189,Big_Province,1.0,86.3,4.1,2.0,12.6,2,2,2,1989,1.77
VN_1190,Small_Province,0.25,81.6,3.1,2.0,33.9,4,1,1,2015,0.45
VN_1191,Hanoi,8.0,104.3,5.7,4.8,21.2,3,3,2,1989,5.27
VN_1192,Big_Province,1.0,182.7,3.0,2.0,28.2,3,6,3,1996,1.11
VN_1193,Big_Province,1.0,137.3,3.0,3.4,10.0,3,3,3,2023,4.31
VN_1194,Big_Province,1.0,51.6,4.3,2.4,8.1,2,2,2,2004,2.24
VN_1195,Hanoi,8.0,176.0,6.2,6.8,27.7,3,5,4,2006,8.51
VN_1196,Small_Province,0.25,103.4,4.6,3.2,24.3,2,2,1,2012,0.73
VN_1197,Small_Province,0.25,124.7,3.0,3.3,24.2,3,4,1,1990,0.75
VN_1198,Small_Province,0.25,184.1,4.7,4.6,19.8,4,4,2,1992,1.51
VN_1199,Small_Province,0.25,50.7,5.3,3.0,20.2,1,2,2,1980,0.54
VN_1200,HCMC,8.5,86.9,6.1,2.0,26.0,1,2,2,2010,2.85
VN_1201,Small_Province,0.25,67.8,4.8,4.1,10.2,2,2,2,2012,1.48
VN_1202,Hanoi,8.0,40.4,6.6,5.0,13.0,3,2,1,2000,4.84
VN_1203,Hanoi,8.0,105.2,6.0,5.3,30.6,3,1,1,1995,4.26
VN_1204,Big_Province,1.0,310.5,6.3,4.4,11.5,5,7,4,2018,7.65
VN_1205,Big_Province,1.0,35.2,3.9,2.3,19.6,2,2,2,2002,0.8
VN_1206,Small_Province,0.25,87.0,3.0,5.3,24.9,2,1,1,1989,0.74
VN_1207,Big_Province,1.0,121.8,5.2,2.0,35.0,4,3,3,2012,1.21
VN_1208,Big_Province,1.0,94.1,7.1,6.4,15.8,2,1,1,2001,3.11
VN_1209,Big_Province,1.0,83.6,6.2,3.8,15.6,3,1,1,2020,2.33
VN_1210,Small_Province,0.25,46.2,7.1,4.8,29.6,1,1,1,1985,0.58
VN_1211,Big_Province,1.0,99.4,4.6,3.0,28.4,3,6,4,2015,1.22
VN_1212,Big_Province,1.0,60.6,7.1,4.1,25.9,2,2,1,1989,1.22
VN_1213,HCMC,8.5,29.6,4.0,3.9,16.7,1,1,1,1995,2.79
VN_1214,Small_Province,0.25,160.7,8.5,8.5,12.0,3,5,4,1992,3.12
VN_1215,Big_Province,1.0,142.8,5.6,4.9,21.7,3,4,3,1999,2.63
VN_1216,HCMC,8.5,90.8,6.3,4.9,30.8,3,1,1,1983,5.16
VN_1217,Hanoi,8.0,99.2,7.8,4.4,31.0,3,2,1,1999,4.64
VN_1218,Big_Province,1.0,151.3,5.4,4.8,4.7,3,3,3,2001,9.05
VN_1219,Big_Province,1.0,98.9,5.6,7.4,15.6,3,2,1,2008,3.0
VN_1220,Big_Province,1.0,139.0,8.0,5.4,16.8,3,3,2,1995,3.9
VN_1221,Small_Province,0.25,76.2,4.7,2.9,34.2,2,2,2,2022,0.54
VN_1222,HCMC,8.5,170.4,3.6,2.0,24.1,3,3,2,2022,4.84
VN_1223,Big_Province,1.0,103.8,9.1,6.1,14.8,2,2,1,2002,3.5
VN_1224,Small_Province,0.25,97.5,4.3,2.0,1.9,5,2,2,2009,3.05
VN_1225,Big_Province,1.0,46.9,4.8,4.2,20.2,2,3,1,2009,1.19
VN_1226,Big_Province,1.0,102.1,7.3,4.2,4.3,3,1,1,2022,7.19
VN_1227,Big_Province,1.0,58.3,3.6,2.0,29.4,2,1,1,1982,0.65
VN_1228,Big_Province,1.0,64.3,3.0,3.4,26.6,2,1,1,2003,0.99
VN_1229,Small_Province,0.25,58.8,5.1,2.2,16.7,3,3,3,2016,0.61
VN_1230,Big_Province,1.0,51.9,3.0,2.0,15.6,2,2,1,1992,1.14
VN_1231,Small_Province,0.25,255.9,6.5,7.1,31.5,5,4,4,2021,1.97
VN_1232,HCMC,8.5,172.1,6.5,2.7,10.8,3,4,3,2011,10.57
VN_1233,HCMC,8.5,231.0,6.2,2.4,9.5,4,4,3,2016,18.9
VN_1234,Hanoi,8.0,48.0,3.0,2.7,32.9,2,1,1,1991,1.71
VN_1235,Big_Province,1.0,91.6,7.9,7.7,28.5,1,4,2,1987,2.39
VN_1236,Big_Province,1.0,46.3,4.7,2.0,28.9,2,1,1,2003,0.72
VN_1237,Small_Province,0.25,62.5,7.3,6.1,7.6,1,1,1,2023,2.36
VN_1238,Big_Province,1.0,55.9,4.2,4.0,5.9,2,1,1,1995,3.92
VN_1239,Small_Province,0.25,164.4,4.3,2.0,1.9,2,3,2,2011,3.42
VN_1240,HCMC,8.5,72.5,5.3,5.2,9.1,4,2,1,2013,9.64
